Day,Susceptible,Exposed,Infectious,Recovered
0.9494949494949496,216.38644961753442,314.3352083840024,241.18248995015125,228.09585204831234
0.9696969696969697,196.00081633773198,312.5506655045469,248.51060054880384,242.93791760891762
0.98989898989899,177.0318598997746,309.52009645248177,255.2417596830952,258.2062839646487
1.0101010101010102,159.4849755972231,305.3234821304179,261.3282589349079,273.86328333745143
1.0303030303030305,143.3440186069848,300.05612512670524,266.7312344797544,289.86862178655593
1.0505050505050506,128.57410356407595,293.82489844248886,271.4210691117103,306.1799288817252
1.0707070707070707,115.12472730607111,286.7444395172155,275.37751008953234,322.75332308718146
1.090909090909091,102.93301530984483,278.9334856475369,278.58952292158176,339.5439761210369
1.1111111111111112,91.92691626678918,270.51151064061276,281.0549118545703,356.5066612380281
1.1313131313131315,82.02820339366966,261.59577827298,282.7797459480332,373.5962723853175
1.1515151515151516,73.15517885002708,252.2988840947341,283.7776332861968,390.7683037690424
1.1717171717171717,65.22501543778546,242.72681542545126,284.0688872046374,407.97928193212624
1.191919191919192,58.15570482184294,232.97752381663966,283.6796262685318,425.18714509298593
1.2121212121212122,51.86760945024595,223.13997750065778,282.6408461401608,442.35156690893587
1.2323232323232325,46.28463825062663,213.2936416032903,280.98749616981195,459.4342239762716
1.2525252525252526,41.33508092974825,203.50832320001717,278.75758766383956,476.3990082063955
1.272727272727273,36.952145090247164,193.84431362936402,275.9913546176269,493.21218666276235
1.292929292929293,33.07424424165388,184.35276128073943,272.7304819711331,509.84251250647395
1.3131313131313131,29.645084514567234,175.07621303150665,269.0174109854606,526.2612914684659
1.3333333333333335,26.613595795348623,166.04926872540454,264.89472673714806,542.4424087420991
1.3535353535353536,23.93374645123476,157.29930310565436,260.40462921678267,558.3623212263286
1.373737373737374,21.564277259577384,148.84721619740242,255.58848631936354,574.0000202236571
1.393939393939394,19.468383285575147,140.7081827460094,250.4864645194099,589.336969449006
1.4141414141414144,17.613366647542943,132.89237840671353,245.13723206304357,604.3570228827004
1.4343434343434345,15.970278198226321,125.40566697311627,239.57772817425095,619.0463266544069
1.4545454545454546,14.513561570506425,118.2502383239275,233.8429913472761,633.3932087582905
1.474747474747475,13.220709179766159,111.42519126825816,227.96603955592124,647.388059996055
1.494949494949495,12.07193670823021,104.927058706079,221.97779554410536,661.023209041586
1.5151515151515154,11.049880059130148,98.75027523544888,215.90705053285856,674.292794172563
1.5353535353535355,10.139316998977796,92.88758899364016,209.78046018160893,687.1926338257738
1.5555555555555556,9.326914096242666,87.33042096150373,203.6225672111016,699.7200977311526
1.575757575757576,8.600998699435884,82.06917556978811,197.45584563346176,711.8739800973149
1.595959595959596,7.95135496169841,77.09350689360534,191.3007621248666,723.6543760198302
1.6161616161616164,7.369042469593306,72.39254485906628,185.17585064396286,735.0625620273781
1.6363636363636365,6.846235768384079,67.95508584363871,179.09779692272178,746.100881465256
1.6565656565656568,6.376082963339516,63.769751854812455,173.08152995831864,756.77263522353
1.676767676767677,5.952581556121751,59.82512221919464,167.14031806138874,767.0819781632955
1.696969696969697,5.570469713228283,56.1098413809338,161.28586746161335,777.0338214442253
1.7171717171717173,5.225131290547542,52.61270600504105,155.52842186978938,786.6337408346227
1.7373737373737375,4.912512856573974,49.32273497616094,149.87686093270497,795.8878912345607
1.7575757575757578,4.6290517329108205,46.229223100562066,144.33879844569606,804.8029267208316
1.777777777777778,4.371612923507599,43.321783712670445,138.92067640561976,813.3859269582027
1.7979797979797982,4.137434963180776,40.59037842495703,133.62785791860483,821.6443286932579
1.8181818181818183,3.9240821090067346,38.02534014579363,128.46471439283775,829.5858633523625
1.8383838383838385,3.7294032185271364,35.617387262480655,123.43471006540913,837.2184994535836
1.8585858585858588,3.5514961276444454,33.35763135846532,118.54048262397593,844.5503898899149
1.878787878787879,3.388676389261731,31.237580868477178,113.78391840492449,851.5898243373372
1.8989898989898992,3.239450314826985,29.249139869485465,109.16622396486696,858.3451858508212
1.9191919191919193,3.1024914724997603,27.3846037597048,104.68799303787708,864.8249117299189
1.9393939393939394,2.976620256354756,25.636652210597287,100.34926930736394,871.0374582256846
1.9595959595959598,2.860786092996782,23.998340158692525,96.14960465755904,876.9912690907523
1.97979797979798,2.754051935887543,22.46308713099428,92.08811352634861,882.6947474067703
2.0,2.655580759556014,21.02466535808353,88.16352330000497,888.1562305823561
